release_date,release_date_int,release_date_text,year,month,day
12/14/1984,19841214,1984#14#12,1984,12,14
10/7/2010,20101007,2010#07#10,2010,10,7
5/28/1993,19930528,1993#28#05,1993,5,28
2/9/1990,19900209,1990#09#02,1990,2,9
12/18/2013,20131218,2013#18#12,2013,12,18
6/17/2010,20100617,2010#17#06,2010,6,17
4/13/1967,19670413,1967#13#04,1967,4,13
12/19/2012,20121219,2012#19#12,2012,12,19
9/15/1989,19890915,1989#15#09,1989,9,15
10/26/2005,20051026,2005#26#10,2005,10,26
4/9/2004,20040409,2004#09#04,2004,4,9
7/22/2016,20160722,2016#22#07,2016,7,22
9/1/2010,20100901,2010#01#09,2010,9,1
3/15/2002,20020315,2002#15#03,2002,3,15
12/27/2007,20071227,2007#27#12,2007,12,27
5/14/2015,20150514,2015#14#05,2015,5,14
8/31/2011,20110831,2011#31#08,2011,8,31
4/15/2005,20050415,2005#15#04,2005,4,15
8/31/2007,20070831,2007#31#08,2007,8,31
1/9/2008,20080109,2008#09#01,2008,1,9
4/23/1999,19990423,1999#23#04,1999,4,23
10/30/1991,19911030,1991#30#10,1991,10,30
9/30/2005,20050930,2005#30#09,2005,9,30
6/30/1995,19950630,1995#30#06,1995,6,30
8/15/2008,20080815,2008#15#08,2008,8,15
6/10/2009,20090610,2009#10#06,2009,6,10
2/17/1989,19890217,1989#17#02,1989,2,17
1/18/2013,20130118,2013#18#01,2013,1,18
2/14/2013,20130214,2013#14#02,2013,2,14
12/9/1988,19881209,1988#09#12,1988,12,9
9/25/1995,19950925,1995#25#09,1995,9,25
12/15/2000,20001215,2000#15#12,2000,12,15
2/16/2009,20090216,2009#16#02,2009,2,16
10/14/2007,20071014,2007#14#10,2007,10,14
8/10/2001,20010810,2001#10#08,2001,8,10
10/2/1973,19731002,1973#02#10,1973,10,2
7/4/2004,20040704,2004#04#07,2004,7,4
1/20/2009,20090120,2009#20#01,2009,1,20
4/3/1992,19920403,1992#03#04,1992,4,3
3/2/2016,20160302,2016#02#03,2016,3,2
5/16/2007,20070516,2007#16#05,2007,5,16
2/12/2014,20140212,2014#12#02,2014,2,12
10/12/2016,20161012,2016#12#10,2016,10,12
8/15/2002,20020815,2002#15#08,2002,8,15
2/14/2007,20070214,2007#14#02,2007,2,14
10/27/2011,20111027,2011#27#10,2011,10,27
4/10/1998,19980410,1998#10#04,1998,4,10
7/26/1985,19850726,1985#26#07,1985,7,26
8/8/2012,20120808,2012#08#08,2012,8,8
7/29/2006,20060729,2006#29#07,2006,7,29
10/28/2007,20071028,2007#28#10,2007,10,28
11/2/2011,20111102,2011#02#11,2011,11,2
5/15/2015,20150515,2015#15#05,2015,5,15
9/29/2016,20160929,2016#29#09,2016,9,29
10/7/1994,19941007,1994#07#10,1994,10,7
2/21/2003,20030221,2003#21#02,2003,2,21
8/15/1997,19970815,1997#15#08,1997,8,15
10/9/2009,20091009,2009#09#10,2009,10,9
4/27/2017,20170427,2017#27#04,2017,4,27
4/14/1989,19890414,1989#14#04,1989,4,14
3/7/2008,20080307,2008#07#03,2008,3,7
12/18/2013,20131218,2013#18#12,2013,12,18
3/3/2008,20080303,2008#03#03,2008,3,3
7/15/2008,20080715,2008#15#07,2008,7,15
6/4/1998,19980604,1998#04#06,1998,6,4
9/12/2006,20060912,2006#12#09,2006,9,12
6/8/2006,20060608,2006#08#06,2006,6,8
3/14/1996,19960314,1996#14#03,1996,3,14
12/13/1973,19731213,1973#13#12,1973,12,13
6/14/1991,19910614,1991#14#06,1991,6,14
5/8/2015,20150508,2015#08#05,2015,5,8
6/26/2009,20090626,2009#26#06,2009,6,26
4/8/1983,19830408,1983#08#04,1983,4,8
10/4/1991,19911004,1991#04#10,1991,10,4
12/18/1971,19711218,1971#18#12,1971,12,18
11/1/2016,20161101,2016#01#11,2016,11,1
4/23/2008,20080423,2008#23#04,2008,4,23
5/30/2003,20030530,2003#30#05,2003,5,30
12/30/2011,20111230,2011#30#12,2011,12,30
5/16/2013,20130516,2013#16#05,2013,5,16
1/18/2014,20140118,2014#18#01,2014,1,18
6/17/1988,19880617,1988#17#06,1988,6,17
9/9/1991,19910909,1991#09#09,1991,9,9
12/12/1969,19691212,1969#12#12,1969,12,12
7/24/2013,20130724,2013#24#07,2013,7,24
3/31/2006,20060331,2006#31#03,2006,3,31
4/11/1953,19530411,1953#11#04,1953,4,11
6/28/2011,20110628,2011#28#06,2011,6,28
10/28/1930,19301028,1930#28#10,1930,10,28
8/31/2011,20110831,2011#31#08,2011,8,31
12/24/2003,20031224,2003#24#12,2003,12,24
2/9/2016,20160209,2016#09#02,2016,2,9
2/29/1988,19880229,1988#29#02,1988,2,29
10/18/2012,20121018,2012#18#10,2012,10,18
9/10/2010,20100910,2010#10#09,2010,9,10
9/27/2013,20130927,2013#27#09,2013,9,27
10/17/2011,20111017,2011#17#10,2011,10,17
10/27/2014,20141027,2014#27#10,2014,10,27
6/12/1967,19670612,1967#12#06,1967,6,12
2/7/2008,20080207,2008#07#02,2008,2,7
1/29/1958,19580129,1958#29#01,1958,1,29
8/15/1980,19800815,1980#15#08,1980,8,15
11/7/1986,19861107,1986#07#11,1986,11,7
10/15/1999,19991015,1999#15#10,1999,10,15
12/18/1960,19601218,1960#18#12,1960,12,18
7/18/1996,19960718,1996#18#07,1996,7,18
9/25/1998,19980925,1998#25#09,1998,9,25
2/22/2008,20080222,2008#22#02,2008,2,22
10/1/1985,19851001,1985#01#10,1985,10,1
9/22/2006,20060922,2006#22#09,2006,9,22
1/1/2006,20060101,2006#01#01,2006,1,1
9/25/1962,19620925,1962#25#09,1962,9,25
12/10/2016,20161210,2016#10#12,2016,12,10
5/5/1987,19870505,1987#05#05,1987,5,5
12/26/1973,19731226,1973#26#12,1973,12,26
8/18/2006,20060818,2006#18#08,2006,8,18
5/23/1984,19840523,1984#23#05,1984,5,23
11/15/1974,19741115,1974#15#11,1974,11,15
2/15/2008,20080215,2008#15#02,2008,2,15
4/7/2004,20040407,2004#07#04,2004,4,7
10/30/1998,19981030,1998#30#10,1998,10,30
5/23/1991,19910523,1991#23#05,1991,5,23
6/12/2013,20130612,2013#12#06,2013,6,12
2/25/1999,19990225,1999#25#02,1999,2,25
8/8/1986,19860808,1986#08#08,1986,8,8
6/17/2016,20160617,2016#17#06,2016,6,17
9/7/2001,20010907,2001#07#09,2001,9,7
1/19/2013,20130119,2013#19#01,2013,1,19
8/9/1996,19960809,1996#09#08,1996,8,9
8/6/2014,20140806,2014#06#08,2014,8,6
9/6/2014,20140906,2014#06#09,2014,9,6
2/5/2015,20150205,2015#05#02,2015,2,5
1/12/1990,19900112,1990#12#01,1990,1,12
9/6/2013,20130906,2013#06#09,2013,9,6
12/25/2006,20061225,2006#25#12,2006,12,25
3/27/2012,20120327,2012#27#03,2012,3,27
3/15/1978,19780315,1978#15#03,1978,3,15
8/6/2009,20090806,2009#06#08,2009,8,6
8/16/2013,20130816,2013#16#08,2013,8,16
8/26/2010,20100826,2010#26#08,2010,8,26
2/8/2007,20070208,2007#08#02,2007,2,8
7/4/2008,20080704,2008#04#07,2008,7,4
9/28/2007,20070928,2007#28#09,2007,9,28
4/3/1996,19960403,1996#03#04,1996,4,3
12/1/2006,20061201,2006#01#12,2006,12,1
1/11/2002,20020111,2002#11#01,2002,1,11
8/7/2015,20150807,2015#07#08,2015,8,7
11/5/2010,20101105,2010#05#11,2010,11,5
5/19/1970,19700519,1970#19#05,1970,5,19
3/22/2001,20010322,2001#22#03,2001,3,22
6/30/1987,19870630,1987#30#06,1987,6,30
5/23/1974,19740523,1974#23#05,1974,5,23
6/29/2009,20090629,2009#29#06,2009,6,29
6/26/2009,20090626,2009#26#06,2009,6,26
7/19/1997,19970719,1997#19#07,1997,7,19
7/23/2010,20100723,2010#23#07,2010,7,23
12/16/1965,19651216,1965#16#12,1965,12,16
11/2/2002,20021102,2002#02#11,2002,11,2
9/3/1991,19910903,1991#03#09,1991,9,3
3/18/2001,20010318,2001#18#03,2001,3,18
8/26/2015,20150826,2015#26#08,2015,8,26
8/12/2010,20100812,2010#12#08,2010,8,12
11/8/1996,19961108,1996#08#11,1996,11,8
12/27/2013,20131227,2013#27#12,2013,12,27
11/5/2011,20111105,2011#05#11,2011,11,5
1/25/2000,20000125,2000#25#01,2000,1,25
11/22/1994,19941122,1994#22#11,1994,11,22
3/5/2004,20040305,2004#05#03,2004,3,5
12/21/1990,19901221,1990#21#12,1990,12,21
9/15/2010,20100915,2010#15#09,2010,9,15
2/14/2012,20120214,2012#14#02,2012,2,14
10/21/2016,20161021,2016#21#10,2016,10,21
4/30/1993,19930430,1993#30#04,1993,4,30
2/1/1991,19910201,1991#01#02,1991,2,1
9/13/2000,20000913,2000#13#09,2000,9,13
2/20/2009,20090220,2009#20#02,2009,2,20
11/11/1994,19941111,1994#11#11,1994,11,11
11/21/2012,20121121,2012#21#11,2012,11,21
10/4/1985,19851004,1985#04#10,1985,10,4
12/21/1979,19791221,1979#21#12,1979,12,21
4/16/1993,19930416,1993#16#04,1993,4,16
6/26/2015,20150626,2015#26#06,2015,6,26
6/29/1971,19710629,1971#29#06,1971,6,29
7/7/1995,19950707,1995#07#07,1995,7,7
12/14/1996,19961214,1996#14#12,1996,12,14
4/28/2009,20090428,2009#28#04,2009,4,28
12/3/2003,20031203,2003#03#12,2003,12,3
2/18/1983,19830218,1983#18#02,1983,2,18
8/25/1999,19990825,1999#25#08,1999,8,25
7/28/1999,19990728,1999#28#07,1999,7,28
4/2/1987,19870402,1987#02#04,1987,4,2
9/4/1983,19830904,1983#04#09,1983,9,4
4/19/2002,20020419,2002#19#04,2002,4,19
10/4/1996,19961004,1996#04#10,1996,10,4
10/11/2002,20021011,2002#11#10,2002,10,11
5/6/1963,19630506,1963#06#05,1963,5,6
5/13/2016,20160513,2016#13#05,2016,5,13
9/11/2006,20060911,2006#11#09,2006,9,11
2/1/1996,19960201,1996#01#02,1996,2,1
5/29/2015,20150529,2015#29#05,2015,5,29
3/4/1993,19930304,1993#04#03,1993,3,4
11/24/2016,20161124,2016#24#11,2016,11,24
3/15/2000,20000315,2000#15#03,2000,3,15
2/7/1986,19860207,1986#07#02,1986,2,7
8/4/2002,20020804,2002#04#08,2002,8,4
2/24/2006,20060224,2006#24#02,2006,2,24
11/16/1984,19841116,1984#16#11,1984,11,16
3/12/2009,20090312,2009#12#03,2009,3,12
6/23/2010,20100623,2010#23#06,2010,6,23
2/18/1983,19830218,1983#18#02,1983,2,18
10/7/1988,19881007,1988#07#10,1988,10,7
6/27/1956,19560627,1956#27#06,1956,6,27
12/5/2007,20071205,2007#05#12,2007,12,5
3/1/2001,20010301,2001#01#03,2001,3,1
11/15/2000,20001115,2000#15#11,2000,11,15
6/29/1951,19510629,1951#29#06,1951,6,29
11/15/2013,20131115,2013#15#11,2013,11,15
9/23/2011,20110923,2011#23#09,2011,9,23
9/12/2004,20040912,2004#12#09,2004,9,12
6/7/2013,20130607,2013#07#06,2013,6,7
6/29/2012,20120629,2012#29#06,2012,6,29
9/3/2005,20050903,2005#03#09,2005,9,3
2/22/2013,20130222,2013#22#02,2013,2,22
4/7/2016,20160407,2016#07#04,2016,4,7
5/15/2013,20130515,2013#15#05,2013,5,15
8/31/2005,20050831,2005#31#08,2005,8,31
12/31/2000,20001231,2000#31#12,2000,12,31
2/18/2016,20160218,2016#18#02,2016,2,18
3/16/2015,20150316,2015#16#03,2015,3,16
11/9/1990,19901109,1990#09#11,1990,11,9
3/4/2011,20110304,2011#04#03,2011,3,4
5/27/2015,20150527,2015#27#05,2015,5,27
10/5/1986,19861005,1986#05#10,1986,10,5
5/31/1996,19960531,1996#31#05,1996,5,31
2/6/2002,20020206,2002#06#02,2002,2,6
8/3/1979,19790803,1979#03#08,1979,8,3
8/24/2001,20010824,2001#24#08,2001,8,24
11/14/2015,20151114,2015#14#11,2015,11,14
1/13/2002,20020113,2002#13#01,2002,1,13
6/27/2013,20130627,2013#27#06,2013,6,27
11/22/2014,20141122,2014#22#11,2014,11,22
11/10/1995,19951110,1995#10#11,1995,11,10
12/15/1989,19891215,1989#15#12,1989,12,15
10/17/2009,20091017,2009#17#10,2009,10,17
3/5/1998,19980305,1998#05#03,1998,3,5
7/13/2012,20120713,2012#13#07,2012,7,13
11/18/2010,20101118,2010#18#11,2010,11,18
1/13/2005,20050113,2005#13#01,2005,1,13
6/27/2014,20140627,2014#27#06,2014,6,27
9/16/1992,19920916,1992#16#09,1992,9,16
3/20/2014,20140320,2014#20#03,2014,3,20
5/9/2008,20080509,2008#09#05,2008,5,9
12/28/1945,19451228,1945#28#12,1945,12,28
10/7/2009,20091007,2009#07#10,2009,10,7
5/19/2017,20170519,2017#19#05,2017,5,19
10/20/1995,19951020,1995#20#10,1995,10,20
9/10/2010,20100910,2010#10#09,2010,9,10
4/19/2013,20130419,2013#19#04,2013,4,19
1/26/2003,20030126,2003#26#01,2003,1,26
4/6/2011,20110406,2011#06#04,2011,4,6
1/1/1987,19870101,1987#01#01,1987,1,1
10/11/2002,20021011,2002#11#10,2002,10,11
2/27/1997,19970227,1997#27#02,1997,2,27
4/15/2010,20100415,2010#15#04,2010,4,15
12/16/1994,19941216,1994#16#12,1994,12,16
10/8/2010,20101008,2010#08#10,2010,10,8
12/7/2012,20121207,2012#07#12,2012,12,7
4/26/1995,19950426,1995#26#04,1995,4,26
7/25/1985,19850725,1985#25#07,1985,7,25
4/28/1989,19890428,1989#28#04,1989,4,28
2/18/2010,20100218,2010#18#02,2010,2,18
9/24/2011,20110924,2011#24#09,2011,9,24
9/11/2005,20050911,2005#11#09,2005,9,11
2/24/2011,20110224,2011#24#02,2011,2,24
6/17/2010,20100617,2010#17#06,2010,6,17
1/17/2013,20130117,2013#17#01,2013,1,17
3/13/1992,19920313,1992#13#03,1992,3,13
10/16/1998,19981016,1998#16#10,1998,10,16
7/24/1981,19810724,1981#24#07,1981,7,24
9/24/2014,20140924,2014#24#09,2014,9,24
8/20/2014,20140820,2014#20#08,2014,8,20
4/6/2017,20170406,2017#06#04,2017,4,6
1/13/2008,20080113,2008#13#01,2008,1,13
6/5/2008,20080605,2008#05#06,2008,6,5
8/8/1973,19730808,1973#08#08,1973,8,8
9/8/1976,19760908,1976#08#09,1976,9,8
12/22/1989,19891222,1989#22#12,1989,12,22
3/13/1987,19870313,1987#13#03,1987,3,13
12/16/1983,19831216,1983#16#12,1983,12,16
11/30/1991,19911130,1991#30#11,1991,11,30
11/27/2002,20021127,2002#27#11,2002,11,27
3/25/1983,19830325,1983#25#03,1983,3,25
6/5/2014,20140605,2014#05#06,2014,6,5
1/13/1972,19720113,1972#13#01,1972,1,13
10/26/1970,19701026,1970#26#10,1970,10,26
8/22/2007,20070822,2007#22#08,2007,8,22
12/23/1994,19941223,1994#23#12,1994,12,23
11/26/2012,20121126,2012#26#11,2012,11,26
10/25/2005,20051025,2005#25#10,2005,10,25
10/30/2001,20011030,2001#30#10,2001,10,30
7/1/2009,20090701,2009#01#07,2009,7,1
5/21/1975,19750521,1975#21#05,1975,5,21
8/4/2016,20160804,2016#04#08,2016,8,4
6/9/2000,20000609,2000#09#06,2000,6,9
7/18/2008,20080718,2008#18#07,2008,7,18
9/5/2012,20120905,2012#05#09,2012,9,5
12/20/2012,20121220,2012#20#12,2012,12,20
7/9/2010,20100709,2010#09#07,2010,7,9
3/18/1988,19880318,1988#18#03,1988,3,18
4/18/2003,20030418,2003#18#04,2003,4,18
12/12/2016,20161212,2016#12#12,2016,12,12
5/31/1984,19840531,1984#31#05,1984,5,31
12/14/2007,20071214,2007#14#12,2007,12,14
12/23/1973,19731223,1973#23#12,1973,12,23
5/20/2004,20040520,2004#20#05,2004,5,20
8/1/2014,20140801,2014#01#08,2014,8,1
9/14/2001,20010914,2001#14#09,2001,9,14
11/15/1996,19961115,1996#15#11,1996,11,15
8/21/1992,19920821,1992#21#08,1992,8,21
10/3/1947,19471003,1947#03#10,1947,10,3
5/10/2002,20020510,2002#10#05,2002,5,10
9/15/1988,19880915,1988#15#09,1988,9,15
9/13/1996,19960913,1996#13#09,1996,9,13
8/19/2009,20090819,2009#19#08,2009,8,19
1/1/2006,20060101,2006#01#01,2006,1,1
4/14/1989,19890414,1989#14#04,1989,4,14
10/25/2002,20021025,2002#25#10,2002,10,25
6/16/2016,20160616,2016#16#06,2016,6,16
8/11/2006,20060811,2006#11#08,2006,8,11
12/21/2007,20071221,2007#21#12,2007,12,21
5/1/1998,19980501,1998#01#05,1998,5,1
7/3/2008,20080703,2008#03#07,2008,7,3
5/1/2015,20150501,2015#01#05,2015,5,1
8/20/1982,19820820,1982#20#08,1982,8,20
3/11/1988,19880311,1988#11#03,1988,3,11
11/10/2004,20041110,2004#10#11,2004,11,10
4/20/2014,20140420,2014#20#04,2014,4,20
12/18/2015,20151218,2015#18#12,2015,12,18
1/31/1998,19980131,1998#31#01,1998,1,31
12/29/1971,19711229,1971#29#12,1971,12,29
12/10/2011,20111210,2011#10#12,2011,12,10
1/24/2010,20100124,2010#24#01,2010,1,24
6/16/2028,20280616,2028#16#06,2028,6,16
8/23/1948,19480823,1948#23#08,1948,8,23
2/4/2005,20050204,2005#04#02,2005,2,4
4/8/2015,20150408,2015#08#04,2015,4,8
8/27/2014,20140827,2014#27#08,2014,8,27
2/6/2003,20030206,2003#06#02,2003,2,6
8/27/2004,20040827,2004#27#08,2004,8,27
10/18/1974,19741018,1974#18#10,1974,10,18
6/17/2011,20110617,2011#17#06,2011,6,17
6/23/1964,19640623,1964#23#06,1964,6,23
9/15/2006,20060915,2006#15#09,2006,9,15
3/5/1998,19980305,1998#05#03,1998,3,5
3/25/2005,20050325,2005#25#03,2005,3,25
4/18/2015,20150418,2015#18#04,2015,4,18
2/12/1999,19990212,1999#12#02,1999,2,12
10/2/2015,20151002,2015#02#10,2015,10,2
1/1/1993,19930101,1993#01#01,1993,1,1
7/3/2013,20130703,2013#03#07,2013,7,3
4/1/2002,20020401,2002#01#04,2002,4,1
11/12/1982,19821112,1982#12#11,1982,11,12
8/28/1998,19980828,1998#28#08,1998,8,28
11/2/1982,19821102,1982#02#11,1982,11,2
11/20/1998,19981120,1998#20#11,1998,11,20
8/20/2014,20140820,2014#20#08,2014,8,20
12/29/1995,19951229,1995#29#12,1995,12,29
9/23/2010,20100923,2010#23#09,2010,9,23
11/12/1997,19971112,1997#12#11,1997,11,12
6/10/2011,20110610,2011#10#06,2011,6,10
9/27/1991,19910927,1991#27#09,1991,9,27
3/5/1999,19990305,1999#05#03,1999,3,5
6/27/2006,20060627,2006#27#06,2006,6,27
11/22/2000,20001122,2000#22#11,2000,11,22
1/30/2005,20050130,2005#30#01,2005,1,30
12/16/2015,20151216,2015#16#12,2015,12,16
4/21/1989,19890421,1989#21#04,1989,4,21
2/16/2011,20110216,2011#16#02,2011,2,16
10/1/1999,19991001,1999#01#10,1999,10,1
11/2/2001,20011102,2001#02#11,2001,11,2
7/15/1983,19830715,1983#15#07,1983,7,15
12/11/1987,19871211,1987#11#12,1987,12,11
2/25/2004,20040225,2004#25#02,2004,2,25
12/2/2010,20101202,2010#02#12,2010,12,2
10/7/2016,20161007,2016#07#10,2016,10,7
12/19/1997,19971219,1997#19#12,1997,12,19
7/13/1984,19840713,1984#13#07,1984,7,13
7/28/2001,20010728,2001#28#07,2001,7,28
7/20/2017,20170720,2017#20#07,2017,7,20
2/24/2017,20170224,2017#24#02,2017,2,24
5/28/2015,20150528,2015#28#05,2015,5,28
10/20/2005,20051020,2005#20#10,2005,10,20
4/17/2015,20150417,2015#17#04,2015,4,17
8/24/2007,20070824,2007#24#08,2007,8,24
3/8/1996,19960308,1996#08#03,1996,3,8
6/19/2015,20150619,2015#19#06,2015,6,19
10/26/2012,20121026,2012#26#10,2012,10,26
11/10/2000,20001110,2000#10#11,2000,11,10
7/1/2002,20020701,2002#01#07,2002,7,1
1/26/1984,19840126,1984#26#01,1984,1,26
4/6/1990,19900406,1990#06#04,1990,4,6
1/21/2010,20100121,2010#21#01,2010,1,21
10/8/1998,19981008,1998#08#10,1998,10,8
6/5/2014,20140605,2014#05#06,2014,6,5
1/13/2011,20110113,2011#13#01,2011,1,13
12/12/2014,20141212,2014#12#12,2014,12,12
8/16/1991,19910816,1991#16#08,1991,8,16
6/4/2010,20100604,2010#04#06,2010,6,4
4/3/2008,20080403,2008#03#04,2008,4,3
11/6/1997,19971106,1997#06#11,1997,11,6
4/25/2014,20140425,2014#25#04,2014,4,25
8/17/2006,20060817,2006#17#08,2006,8,17
12/7/2011,20111207,2011#07#12,2011,12,7
2/14/2012,20120214,2012#14#02,2012,2,14
11/6/1968,19681106,1968#06#11,1968,11,6
3/11/2008,20080311,2008#11#03,2008,3,11
12/5/1959,19591205,1959#05#12,1959,12,5
10/15/1940,19401015,1940#15#10,1940,10,15
7/24/1987,19870724,1987#24#07,1987,7,24
3/24/2000,20000324,2000#24#03,2000,3,24
8/13/1998,19980813,1998#13#08,1998,8,13
9/9/2012,20120909,2012#09#09,2012,9,9
8/4/1999,19990804,1999#04#08,1999,8,4
12/25/1986,19861225,1986#25#12,1986,12,25
3/22/1985,19850322,1985#22#03,1985,3,22
11/15/1978,19781115,1978#15#11,1978,11,15
7/2/2014,20140702,2014#02#07,2014,7,2
7/12/1996,19960712,1996#12#07,1996,7,12
4/16/2015,20150416,2015#16#04,2015,4,16
10/12/2000,20001012,2000#12#10,2000,10,12
6/26/1986,19860626,1986#26#06,1986,6,26
5/18/2011,20110518,2011#18#05,2011,5,18
2/18/2000,20000218,2000#18#02,2000,2,18
7/21/2016,20160721,2016#21#07,2016,7,21
6/14/1995,19950614,1995#14#06,1995,6,14
10/8/2010,20101008,2010#08#10,2010,10,8
12/10/1985,19851210,1985#10#12,1985,12,10
12/25/2005,20051225,2005#25#12,2005,12,25
5/14/1986,19860514,1986#14#05,1986,5,14
5/18/2014,20140518,2014#18#05,2014,5,18
9/2/1992,19920902,1992#02#09,1992,9,2
1/23/2007,20070123,2007#23#01,2007,1,23
2/5/1960,19600205,1960#05#02,1960,2,5
3/26/1998,19980326,1998#26#03,1998,3,26
9/9/2011,20110909,2011#09#09,2011,9,9
5/14/2026,20260514,2026#14#05,2026,5,14
1/14/1994,19940114,1994#14#01,1994,1,14
12/15/1961,19611215,1961#15#12,1961,12,15
4/21/1989,19890421,1989#21#04,1989,4,21
3/27/1981,19810327,1981#27#03,1981,3,27
8/28/1992,19920828,1992#28#08,1992,8,28
7/1/2006,20060701,2006#01#07,2006,7,1
4/10/1985,19850410,1985#10#04,1985,4,10
3/27/2014,20140327,2014#27#03,2014,3,27
10/2/1998,19981002,1998#02#10,1998,10,2
8/26/2010,20100826,2010#26#08,2010,8,26
10/27/2000,20001027,2000#27#10,2000,10,27
2/26/1993,19930226,1993#26#02,1993,2,26
9/26/2008,20080926,2008#26#09,2008,9,26
5/31/1979,19790531,1979#31#05,1979,5,31
9/28/2013,20130928,2013#28#09,2013,9,28
3/29/1985,19850329,1985#29#03,1985,3,29
9/8/1980,19800908,1980#08#09,1980,9,8
9/23/2016,20160923,2016#23#09,2016,9,23
5/11/1989,19890511,1989#11#05,1989,5,11
3/4/2009,20090304,2009#04#03,2009,3,4
12/11/1981,19811211,1981#11#12,1981,12,11
3/17/2006,20060317,2006#17#03,2006,3,17
7/23/1999,19990723,1999#23#07,1999,7,23
6/2/1989,19890602,1989#02#06,1989,6,2
12/17/2007,20071217,2007#17#12,2007,12,17
11/3/2007,20071103,2007#03#11,2007,11,3
10/5/2001,20011005,2001#05#10,2001,10,5
11/10/1995,19951110,1995#10#11,1995,11,10
4/16/2002,20020416,2002#16#04,2002,4,16
5/16/2011,20110516,2011#16#05,2011,5,16
1/25/2013,20130125,2013#25#01,2013,1,25
4/16/1999,19990416,1999#16#04,1999,4,16
6/18/1982,19820618,1982#18#06,1982,6,18
5/29/1981,19810529,1981#29#05,1981,5,29
4/12/2002,20020412,2002#12#04,2002,4,12
2/1/1994,19940201,1994#01#02,1994,2,1
4/10/1987,19870410,1987#10#04,1987,4,10
4/11/2015,20150411,2015#11#04,2015,4,11
8/17/2016,20160817,2016#17#08,2016,8,17
3/17/1989,19890317,1989#17#03,1989,3,17
9/2/1994,19940902,1994#02#09,1994,9,2
1/15/2004,20040115,2004#15#01,2004,1,15
3/26/1997,19970326,1997#26#03,1997,3,26
3/13/2009,20090313,2009#13#03,2009,3,13
9/13/2002,20020913,2002#13#09,2002,9,13
12/25/2005,20051225,2005#25#12,2005,12,25
9/2/2011,20110902,2011#02#09,2011,9,2
10/25/1982,19821025,1982#25#10,1982,10,25
3/23/2017,20170323,2017#23#03,2017,3,23
5/19/1993,19930519,1993#19#05,1993,5,19
7/7/2000,20000707,2000#07#07,2000,7,7
2/1/1991,19910201,1991#01#02,1991,2,1
12/13/1996,19961213,1996#13#12,1996,12,13
2/14/2011,20110214,2011#14#02,2011,2,14
8/2/1991,19910802,1991#02#08,1991,8,2
12/18/2015,20151218,2015#18#12,2015,12,18
10/26/2015,20151026,2015#26#10,2015,10,26
6/2/2001,20010602,2001#02#06,2001,6,2
11/5/2004,20041105,2004#05#11,2004,11,5
9/14/2016,20160914,2016#14#09,2016,9,14
9/15/2007,20070915,2007#15#09,2007,9,15
2/10/2004,20040210,2004#10#02,2004,2,10
10/3/2003,20031003,2003#03#10,2003,10,3
9/18/2009,20090918,2009#18#09,2009,9,18
3/1/2001,20010301,2001#01#03,2001,3,1
8/23/1996,19960823,1996#23#08,1996,8,23
4/9/1986,19860409,1986#09#04,1986,4,9
5/24/1988,19880524,1988#24#05,1988,5,24
5/12/2017,20170512,2017#12#05,2017,5,12
1/1/2003,20030101,2003#01#01,2003,1,1
6/19/2015,20150619,2015#19#06,2015,6,19
9/2/1987,19870902,1987#02#09,1987,9,2
9/11/1998,19980911,1998#11#09,1998,9,11
8/13/2015,20150813,2015#13#08,2015,8,13
6/3/1994,19940603,1994#03#06,1994,6,3
12/27/2002,20021227,2002#27#12,2002,12,27
8/23/2012,20120823,2012#23#08,2012,8,23
4/6/1948,19480406,1948#06#04,1948,4,6
6/28/1995,19950628,1995#28#06,1995,6,28
11/26/2009,20091126,2009#26#11,2009,11,26
5/15/2009,20090515,2009#15#05,2009,5,15
10/11/1996,19961011,1996#11#10,1996,10,11
9/7/2001,20010907,2001#07#09,2001,9,7
11/28/2014,20141128,2014#28#11,2014,11,28
11/17/1988,19881117,1988#17#11,1988,11,17
12/14/2000,20001214,2000#14#12,2000,12,14
10/21/2010,20101021,2010#21#10,2010,10,21
11/1/2012,20121101,2012#01#11,2012,11,1
11/6/2009,20091106,2009#06#11,2009,11,6
4/22/2015,20150422,2015#22#04,2015,4,22
7/30/1986,19860730,1986#30#07,1986,7,30
3/15/2015,20150315,2015#15#03,2015,3,15
11/6/1998,19981106,1998#06#11,1998,11,6
9/13/1995,19950913,1995#13#09,1995,9,13
9/13/2011,20110913,2011#13#09,2011,9,13
9/14/1995,19950914,1995#14#09,1995,9,14
6/6/1996,19960606,1996#06#06,1996,6,6
5/19/2005,20050519,2005#19#05,2005,5,19
9/6/2004,20040906,2004#06#09,2004,9,6
12/22/1995,19951222,1995#22#12,1995,12,22
10/16/1998,19981016,1998#16#10,1998,10,16
6/26/1998,19980626,1998#26#06,1998,6,26
2/15/2002,20020215,2002#15#02,2002,2,15
4/10/1981,19810410,1981#10#04,1981,4,10
4/12/2001,20010412,2001#12#04,2001,4,12
4/16/2011,20110416,2011#16#04,2011,4,16
1/14/2010,20100114,2010#14#01,2010,1,14
2/7/1984,19840207,1984#07#02,1984,2,7
2/28/2014,20140228,2014#28#02,2014,2,28
2/9/2007,20070209,2007#09#02,2007,2,9
11/17/2006,20061117,2006#17#11,2006,11,17
6/14/2002,20020614,2002#14#06,2002,6,14
6/25/2015,20150625,2015#25#06,2015,6,25
